claimId,userId,contractId,policyType,firstName,lastName,birthDate_day,birthDate_month,birthDate_year,profession,phone,email,postalAddress,incidentType,incidentDate,incidentTime,incidentLocation,incidentDescription,damages,thirdPartyInvolved,thirdPartyDetails_name,thirdPartyDetails_contactInfo,thirdPartyDetails_registrationId,thirdPartyDetails_insurerContact,supportingFilesCount,status,createdAt,label,indemnity,isCompatible,isDuplicate
0834c314-4220-4604-a04c-59b91f4b9a78,f469d125-b706-406a-9e98-b00163f2e8d2,07ef4a37-6776-4bce-9ed6-b8759ace6837,santé,Paul,Moreau,27,4,1964,Commerçant,0690710835,paul.moreau@example.com,64 Rue des Lilas Bordeaux,vol,2021-10-04,04:56,Bordeaux,Incendie dans une maison à Bordeaux,Bijoux volés,False,,,,,1,approved,2025-07-01 18:28:40,suspicieux,0,False,False
b8c02586-19c4-45a1-bfaa-4cb0b4ce38eb,ea8f36bd-1910-400e-ac39-5bfaf3f16ad1,d2bbb1d6-63ba-47d9-b450-fa7011fa8518,automobile,Jean,Bonnet,10,10,1969,Enseignant,0697793969,jean.bonnet@example.com,98 Rue des Lilas Lille,incendie,2024-05-26,20:05,Lille,Collision à Lille,Bijoux volés,False,,,,,2,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
b0e4cd90-0c31-4943-b0b3-988f895cb6e0,768264a6-630a-412c-801f-ab21fd346b4b,cf704646-f26e-4af7-a766-9a9a53f8e34b,santé,Jean,Lefevre,27,9,1990,Enseignant,0662256247,jean.lefevre@example.com,41 Rue Victor Hugo Strasbourg,dégât des eaux,2024-06-13,20:42,Strasbourg,Maladie grave diagnostiquée à Strasbourg,Frais médicaux,False,,,,,4,pending,2025-07-01 18:28:40,suspicieux,0,False,False
fa000bc1-6d8b-430e-a8ec-7c976d6d9532,922778c6-d30f-48f1-a5de-126977875fce,53ba8d2d-cd69-47b9-a455-d43da70a6e3c,professionnelle,Marie,Girard,19,10,1955,Médecin,0684095884,marie.girard@example.com,96 Rue de Paris Lille,vol,2025-01-17,15:28,Lille,Incendie dans une maison à Lille,Bijoux volés,False,,,,,3,pending,2025-07-01 18:28:40,valide,0,True,False
8866a3e0-75ae-422c-b8fa-375bfaffebe1,eb001cba-614d-4d7b-b8b1-0af82769f514,0d67d54d-e6ba-44a8-8971-1d2b8353a272,transport,Sophie,Moreau,10,1,1969,Ingénieur,0678630282,sophie.moreau@example.com,30 Rue Victor Hugo Lyon,maladie,2023-03-04,09:04,Lyon,Inondation à Lyon,Équipements inondés,False,,,,,3,approved,2025-07-01 18:28:40,suspicieux,0,False,False
dc0b6b1a-4624-4169-86dd-b379e463eb0c,84f1c346-f954-487c-ac26-edd3f955745f,671caf66-e3a1-475c-a884-923e0beb8c0a,responsabilité civile,Sophie,Bonnet,16,10,1976,Artisan,0635908259,sophie.bonnet@example.com,22 Rue de Paris Paris,incendie,2022-01-01,14:16,Paris,Vol d’objets à Paris,Équipements inondés,False,,,,,5,approved,2025-07-01 18:28:40,suspicieux,0,False,False
e32e8349-22a3-4468-a01d-fe676c2abb65,6dbce7d3-c741-4538-8908-be4e449923d3,e389b2d9-5933-4266-887c-fdbbc8568a14,voyage,Thomas,Martin,18,9,1999,Artisan,0631659959,thomas.martin@example.com,89 Rue des Lilas Bordeaux,vol,2024-11-20,06:02,Bordeaux,Vol d’objets à Bordeaux,Bijoux volés,False,,,,,3,approved,2025-07-01 18:28:40,valide,0,True,False
5e9756b5-61ec-4b66-bb8f-72106b4fda11,a3f7bd9c-b6b7-4226-b2b9-6253c2bd634e,173c11e9-949c-47a8-9bb6-f5666f70cea5,habitation,Emma,Dupont,24,4,1970,Enseignant,0671440701,emma.dupont@example.com,53 Rue des Lilas Nantes,maladie,2025-05-24,09:13,Nantes,Collision à Nantes,Frais médicaux,True,Luc Moreau,0632414131,,,0,approved,2025-07-01 18:28:40,suspicieux,0,False,False
e4ae4fb1-26ce-47f3-b4d1-b25e537ae778,28cd1195-804d-4957-8071-3c79ea2a6a8c,011e157b-dce2-485e-9533-89d2c797693c,transport,Jean,Durand,15,8,1955,Artisan,0659534974,jean.durand@example.com,60 Rue des Lilas Bordeaux,incendie,2020-05-01,10:03,Bordeaux,Inondation à Bordeaux,Équipements inondés,False,,,,,2,pending,2025-07-01 18:28:40,suspicieux,0,False,False
806e7615-016c-444d-bd57-3690a5c3800e,2d971959-de53-4e3a-82f6-68a9fc787577,670ca3f6-ac8c-4b7a-a3a5-ab402a1f34bb,habitation,Thomas,Bonnet,8,9,1990,Ingénieur,0642120359,thomas.bonnet@example.com,52 Rue des Lilas Lille,dégât des eaux,2020-01-22,04:14,Lille,Incendie dans une maison à Lille,Équipements inondés,True,Luc Durand,0617537175,,,2,rejected,2025-07-01 18:28:40,valide,0,True,False
f9d17dc6-8ee2-453a-b0c0-51b388f66f82,cc4bb0d9-444e-4fff-b3fe-f5c3ff94f39c,51025f4a-0db4-4014-bc88-b9fe2ca430c6,responsabilité civile,Sophie,Girard,1,1,1955,Commerçant,0633516421,sophie.girard@example.com,60 Rue des Lilas Lille,incendie,2020-11-19,17:50,Lille,Collision à Lille,Bijoux volés,True,Sophie Bonnet,0649154093,,insurer6@example.com,2,pending,2025-07-01 18:28:40,suspicieux,0,False,False
681a5262-fea8-4c2e-a1ee-5ff76d8751d0,434fee5d-57b8-4692-989f-f1b41aaee9f7,393ab722-8d5a-4518-82fa-f2b553d4ecdb,professionnelle,Thomas,Bonnet,26,2,1954,Commerçant,0673373435,thomas.bonnet@example.com,20 Rue de Paris Nice,maladie,2024-10-27,11:03,Nice,Collision à Nice,Bijoux volés,False,,,,,2,approved,2025-07-01 18:28:40,suspicieux,0,False,True
e47431cc-6ed9-4f05-930d-d86757b5bc10,c83a586a-c94a-42fd-acdb-dd3780f48ef2,50399039-99c2-43aa-a207-73002cc14782,professionnelle,Paul,Bonnet,1,11,1996,Artisan,0636814729,paul.bonnet@example.com,95 Rue des Lilas Nice,dégât des eaux,2022-05-05,05:10,Nice,Vol d’objets à Nice,Murs et sol endommagés,False,,,,,3,approved,2025-07-01 18:28:40,valide,0,True,False
0420093b-568f-431f-a514-020bc8b8a393,964471f5-8cff-46fc-9dee-e6d2db9add9a,ee6e4365-fd9d-4233-99e0-2f5392497717,automobile,Sophie,Lefevre,5,9,1965,Enseignant,0653315309,sophie.lefevre@example.com,54 Rue de Paris Lyon,incendie,2024-04-04,17:39,Lyon,Maladie grave diagnostiquée à Lyon,Équipements inondés,True,Clara Lemoine,0640839134,REG7942,insurer7@example.com,0,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
ee94f92e-918c-436d-950d-226ebf63214a,5e614ec1-ab0e-45a3-8f71-9bedfec7338c,169139b9-8379-401b-b31a-92848a5bc9dd,voyage,Clara,Fournier,9,3,1955,Enseignant,0627803989,clara.fournier@example.com,18 Rue des Lilas Montpellier,incendie,2024-07-21,08:27,Montpellier,Collision à Montpellier,Frais médicaux,True,Emma Bonnet,0660911535,REG7172,insurer1@example.com,2,pending,2025-07-01 18:28:40,suspicieux,0,False,False
fe5afde5-629f-492c-b09e-b9936b6fb9e2,39ba6cc3-ae04-4f66-8eb4-9f3eba32783c,42a495f0-4ebd-4e97-a8cd-9fdcc23a3056,transport,Emma,Lemoine,10,1,1960,Ingénieur,0649323367,emma.lemoine@example.com,49 Rue Victor Hugo Lyon,vol,2023-12-03,12:21,Lyon,Collision à Lyon,Murs et sol endommagés,False,,,,,1,rejected,2025-07-01 18:28:40,valide,0,True,False
00b1a4ad-c8d2-4449-bc81-4f3d758d4cd7,e6ccb55b-9966-4bf9-b31b-ef45249fdd3c,f43acfb4-76de-47cc-a80f-6446fba371ea,responsabilité civile,Luc,Durand,21,5,1986,Ingénieur,0618699029,luc.durand@example.com,20 Rue des Lilas Nantes,dégât des eaux,2025-02-25,05:28,Nantes,Collision à Nantes,Équipements inondés,True,Clara Martin,0671445558,,insurer6@example.com,4,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
51709b1d-f32f-4c54-9841-c500e0ee17f4,3725b35c-350e-4581-8c7c-8dc899df4694,ac78ce7d-047f-43c7-b0d0-e1c795d7271c,responsabilité civile,Jean,Fournier,27,4,1953,Commerçant,0614145953,jean.fournier@example.com,47 Rue de Paris Nice,dégât des eaux,2020-04-13,10:46,Nice,Maladie grave diagnostiquée à Nice,Frais médicaux,True,Emma Girard,0679284688,REG5506,,1,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
ebd20a27-e156-4910-8f9f-10713294d209,27e7dd6c-8ca3-49ec-9f15-47d903de6a70,daa476ac-fc6d-40b2-9b9c-60ab6ebe0e35,responsabilité civile,Pierre,Fournier,21,4,1955,Médecin,0637784045,pierre.fournier@example.com,56 Rue Victor Hugo Nantes,vol,2020-06-10,05:12,Nantes,Vol d’objets à Nantes,Pare-chocs endommagé,False,,,,,3,pending,2025-07-01 18:28:40,suspicieux,0,False,False
e66b51ce-2021-471e-bf0a-0b33dd117795,8d140683-dc84-446b-8ad5-0da3a0478bd0,2fc6cb0d-1e91-46af-8345-1244f610ee3c,voyage,Paul,Fournier,16,12,1997,Commerçant,0687524461,paul.fournier@example.com,23 Rue de Paris Nice,accident,2021-10-16,06:08,Nice,Vol d’objets à Nice,Bijoux volés,True,Sophie Fournier,0677553897,,,0,rejected,2025-07-01 18:28:40,suspicieux,0,True,False
82c728c8-fe3c-46e0-b325-5cf136a8407d,6e328659-cdd8-40de-a4a1-0b1afec474f8,75e5ff87-df55-407f-a774-68ab0c9c7cb3,voyage,Anna,Girard,4,10,1968,Médecin,0671898476,anna.girard@example.com,76 Rue de Paris Nice,incendie,2020-08-15,16:09,Nice,Incendie dans une maison à Nice,Murs et sol endommagés,False,,,,,4,rejected,2025-07-01 18:28:40,suspicieux,0,False,True
93625b37-99aa-49ad-b525-629c897fd9c2,a8276150-8344-4c00-97df-7bb0b747ca6e,0b655015-dcad-4183-8c3f-1c3571eaf28e,voyage,Luc,Durand,21,8,1985,Artisan,0671631831,luc.durand@example.com,28 Rue de Paris Nice,dégât des eaux,2021-11-21,19:50,Nice,Vol d’objets à Nice,Pare-chocs endommagé,False,,,,,3,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
b53e2deb-a0a7-4260-b66a-875c50ba683c,5bd38d3d-e460-4bdf-b71d-9f341f515d81,0c142dfd-5d27-4090-98ab-30c52b95317f,voyage,Pierre,Fournier,22,2,1981,Enseignant,0642889647,pierre.fournier@example.com,3 Rue des Lilas Toulouse,accident,2021-03-15,07:00,Toulouse,Maladie grave diagnostiquée à Toulouse,Frais médicaux,True,Anna Dupont,0685824617,REG8155,,3,rejected,2025-07-01 18:28:40,valide,0,True,False
f9ecc4bc-5856-4950-b5a4-114ddbafee97,2762871e-5f76-4bc8-969b-f9bcc93e68a4,9dca5855-8c11-4c5b-8cf8-cde172cd6a67,santé,Sophie,Andre,10,9,1950,Artisan,0690966708,sophie.andre@example.com,61 Rue de Paris Marseille,dégât des eaux,2024-11-02,04:01,Marseille,Maladie grave diagnostiquée à Marseille,Frais médicaux,False,,,,,2,pending,2025-07-01 18:28:40,suspicieux,0,False,False
d592a498-a16b-4e31-9931-fb01063a1315,a4e636de-5cc5-42d4-bb45-8cb57bcfa388,f1c79fc7-779a-4a4d-8a41-4757057b1d55,responsabilité civile,Anna,Andre,14,10,1977,Artisan,0669546123,anna.andre@example.com,35 Rue des Lilas Bordeaux,maladie,2024-01-13,04:21,Bordeaux,Vol d’objets à Bordeaux,Murs et sol endommagés,True,Anna Durand,0669239936,REG2790,,5,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
4460c1d0-0e85-4131-90dc-a1796d0b9d56,b4d9ec45-b77a-4c98-9a15-6ba7c1b5e0e0,c7425276-6d8c-419f-9b43-41d8a58b065a,transport,Marie,Martin,6,6,1993,Médecin,0642465073,marie.martin@example.com,26 Rue de Paris Toulouse,vol,2025-03-20,12:36,Toulouse,Vol d’objets à Toulouse,Frais médicaux,True,Jean Andre,0659921586,REG2160,insurer5@example.com,3,approved,2025-07-01 18:28:40,valide,0,True,False
f8aa7930-877c-47ac-80b4-4b5a4377b620,9bf2801d-eaba-41e0-baf6-bce7d1b5d630,8bb7768c-1820-42e4-9e58-382f917251e8,santé,Marie,Fournier,16,7,1982,Enseignant,0633740148,marie.fournier@example.com,64 Rue des Lilas Paris,vol,2021-01-09,03:13,Paris,Vol d’objets à Paris,Équipements inondés,True,Paul Andre,0691830947,REG6267,insurer3@example.com,5,approved,2025-07-01 18:28:40,suspicieux,0,False,False
4a6226dc-1a97-4a49-8dec-06de2bf90b25,bcd5ca8b-1fe4-4a9e-8d47-63794d431a35,ac972493-d999-437b-a5a2-322bfe852f0b,automobile,Paul,Lefevre,23,10,1996,Commerçant,0671928895,paul.lefevre@example.com,21 Rue des Lilas Lille,accident,2025-01-30,06:56,Lille,Incendie dans une maison à Lille,Équipements inondés,True,Anna Lemoine,0665304399,,insurer1@example.com,5,rejected,2025-07-01 18:28:40,suspicieux,0,True,True
4d67e894-6947-4809-8019-6a1210e3ea01,b3f26edf-ce02-464a-9ce2-edab4062b9ff,8d0283ce-b2cb-4529-aa7d-0c8092096b04,responsabilité civile,Marie,Bonnet,21,1,1958,Enseignant,0677137712,marie.bonnet@example.com,71 Rue des Lilas Strasbourg,maladie,2024-12-04,00:14,Strasbourg,Inondation à Strasbourg,Frais médicaux,True,Clara Lefevre,0697353513,,insurer9@example.com,1,approved,2025-07-01 18:28:40,suspicieux,0,False,False
ab712942-9b8c-46e8-ba37-467c52c0988b,ed217422-99b1-478d-b5e6-6eb6bea946a6,ffdaf885-41fa-4ac2-80c7-afedc5cf8935,voyage,Anna,Martin,8,8,1980,Ingénieur,0696084467,anna.martin@example.com,30 Rue de Paris Nantes,dégât des eaux,2021-12-11,00:14,Nantes,Collision à Nantes,Équipements inondés,False,,,,,3,pending,2025-07-01 18:28:40,suspicieux,0,False,True
1f5eb099-ecd8-4480-b664-a553f87808fb,581d8fd6-cb22-48d7-b501-a673b7353329,56c04a0a-9a1c-4e21-9d6d-c60b76dc577f,professionnelle,Anna,Moreau,1,1,1981,Enseignant,0624919279,anna.moreau@example.com,63 Rue Victor Hugo Marseille,vol,2025-06-02,06:16,Marseille,Collision à Marseille,Bijoux volés,True,Pierre Durand,0698132864,REG5336,,1,rejected,2025-07-01 18:28:40,valide,0,True,False
7f9047d4-346a-48d8-8b8e-a77820deeb57,f3792ca9-02eb-4738-be16-c0547db22db5,26b341f5-9b75-4c10-b2ea-01e3390d0fc4,professionnelle,Emma,Bonnet,4,6,1982,Ingénieur,0691068419,emma.bonnet@example.com,93 Rue des Lilas Paris,maladie,2024-06-22,13:29,Paris,Maladie grave diagnostiquée à Paris,Bijoux volés,True,Clara Durand,0611161238,,,0,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
3a7d6045-e3d2-4667-8085-a723e8879ffc,97be5023-9064-4f2e-9344-0b94c1dde96b,cf94fadb-1f2d-4d34-a345-f063a8d89283,voyage,Luc,Lefevre,25,7,1993,Commerçant,0654460861,luc.lefevre@example.com,56 Rue des Lilas Montpellier,dégât des eaux,2023-09-02,14:04,Montpellier,Vol d’objets à Montpellier,Murs et sol endommagés,False,,,,,5,approved,2025-07-01 18:28:40,suspicieux,0,False,False
38db39d0-bb9a-4116-8542-7d1bcb9a928e,7d685631-a0e7-48b0-8711-f160ad08b76b,3895daba-a35e-48dd-8a6b-48ec36681c8b,transport,Jean,Durand,9,3,1993,Ingénieur,0631376399,jean.durand@example.com,21 Rue des Lilas Nice,vol,2023-11-06,23:44,Nice,Inondation à Nice,Murs et sol endommagés,True,Emma Andre,0674997575,REG9979,insurer10@example.com,2,pending,2025-07-01 18:28:40,valide,0,True,False
87d72c1c-8660-4af6-84b0-293875aed34e,a098d619-ea99-464c-8f4e-acef2857d7ea,a8d7c23f-09ca-4380-8587-bee029a3e93f,voyage,Clara,Martin,16,7,1984,Médecin,0642865016,clara.martin@example.com,86 Rue de Paris Nice,accident,2023-11-06,03:42,Nice,Collision à Nice,Frais médicaux,False,,,,,5,approved,2025-07-01 18:28:40,valide,0,True,False
12fd3b68-95d4-490b-8d89-0cc98d2ea825,ac87da9a-8a83-47e3-8ea5-5b8a3106064f,2bba9ce7-821e-4d10-b613-7548f514f390,santé,Thomas,Dupont,3,1,1994,Enseignant,0672037075,thomas.dupont@example.com,46 Rue de Paris Strasbourg,dégât des eaux,2023-04-19,13:50,Strasbourg,Collision à Strasbourg,Pare-chocs endommagé,False,,,,,1,approved,2025-07-01 18:28:40,suspicieux,0,False,True
610543e0-b4e6-4965-8a6a-d243ddedd09f,8f4e9a6f-cdf5-4cd1-89bd-c4375eda1829,26d3ea13-0d07-4563-8106-9e55496a7724,voyage,Marie,Moreau,20,9,1957,Artisan,0619374071,marie.moreau@example.com,9 Rue des Lilas Strasbourg,vol,2021-06-15,14:23,Strasbourg,Inondation à Strasbourg,Frais médicaux,False,,,,,3,pending,2025-07-01 18:28:40,valide,0,True,False
601e6ec6-c506-4ba5-88cd-08c860d7185f,5b3d9381-93b6-41ff-b805-114cd212fda4,58eb2840-ec93-4c58-a18d-297d9c71a936,responsabilité civile,Paul,Girard,24,6,1975,Ingénieur,0610923862,paul.girard@example.com,91 Rue des Lilas Strasbourg,maladie,2022-06-20,00:28,Strasbourg,Collision à Strasbourg,Frais médicaux,True,Luc Lemoine,0682455076,,,5,approved,2025-07-01 18:28:40,suspicieux,0,False,False
f2a8e648-9731-4f6b-9bfc-27cf118d9fa9,e51419a4-0261-4f0f-b4bf-f72c38b93919,2cacd5d1-49fa-4c6e-b2e6-08fb22c1f2de,transport,Marie,Lemoine,12,7,1950,Ingénieur,0614338261,marie.lemoine@example.com,78 Rue des Lilas Paris,vol,2023-07-21,13:09,Paris,Maladie grave diagnostiquée à Paris,Bijoux volés,False,,,,,2,pending,2025-07-01 18:28:40,suspicieux,0,True,True
17216b69-77e4-41c1-9c51-80fc92cdf35c,71394eff-4369-474f-ab13-b6e75e1cbff2,2b0c0d8f-6c9c-4657-be46-b3e72b3e30bf,habitation,Thomas,Girard,19,5,1989,Commerçant,0664538931,thomas.girard@example.com,19 Rue de Paris Lille,vol,2024-12-28,15:39,Lille,Vol d’objets à Lille,Pare-chocs endommagé,True,Sophie Bonnet,0623917526,,insurer5@example.com,4,pending,2025-07-01 18:28:40,valide,0,True,False
84ab36d3-0afa-4d45-9cf9-3d5457135803,465fc3b9-5f98-46d3-824c-91b35731f724,1b4dd1b8-c670-4562-803e-3f7acdc2ac35,responsabilité civile,Luc,Lefevre,16,2,1962,Enseignant,0679762014,luc.lefevre@example.com,67 Rue des Lilas Lille,incendie,2023-06-18,19:22,Lille,Inondation à Lille,Bijoux volés,True,Pierre Martin,0645198664,,,4,pending,2025-07-01 18:28:40,suspicieux,0,False,False
9f933301-e1ce-4a6b-ae0d-49987adacf45,be72bb56-722f-418d-9028-dc5b4bffb56a,8c01d5be-42a5-487d-8581-86324d10343b,professionnelle,Emma,Durand,19,2,1997,Ingénieur,0673110413,emma.durand@example.com,28 Rue des Lilas Toulouse,accident,2021-11-26,10:15,Toulouse,Inondation à Toulouse,Bijoux volés,False,,,,,0,approved,2025-07-01 18:28:40,suspicieux,0,True,False
d1351a78-3c82-4cfc-a234-d6f02fb590e4,bca02a1e-1542-4d2c-88f1-25d8041a0966,1a5a8b00-b9d0-4f67-b656-0b305678d872,automobile,Anna,Fournier,14,2,1950,Commerçant,0661716183,anna.fournier@example.com,63 Rue de Paris Nantes,incendie,2020-03-06,23:03,Nantes,Collision à Nantes,Pare-chocs endommagé,False,,,,,0,pending,2025-07-01 18:28:40,suspicieux,0,False,False
c6949827-dbd7-48e0-b915-cba6ebe17d01,afed1d08-a3e8-4be8-b3fb-2793683f3126,136e1127-42b1-45e3-a2b5-e84ad872f5f2,transport,Emma,Lemoine,28,9,1995,Enseignant,0619444312,emma.lemoine@example.com,40 Rue Victor Hugo Toulouse,vol,2022-06-16,05:17,Toulouse,Incendie dans une maison à Toulouse,Murs et sol endommagés,True,Anna Durand,0693415614,REG3964,,4,rejected,2025-07-01 18:28:40,valide,0,True,False
c58e0658-a93b-442d-b96e-6023421f5bd4,1edcbfbc-fea1-4631-a3c4-827fa06af29b,9962cca9-4c69-4ce9-b57a-9142c82ec004,responsabilité civile,Sophie,Fournier,9,3,1977,Ingénieur,0665980819,sophie.fournier@example.com,21 Rue des Lilas Bordeaux,dégât des eaux,2021-08-01,20:23,Bordeaux,Inondation à Bordeaux,Murs et sol endommagés,True,Paul Lemoine,0677571514,REG8454,insurer9@example.com,5,pending,2025-07-01 18:28:40,suspicieux,0,False,False
8ad276ba-2d69-496f-9105-848c815bbe0f,cf3cea25-1eeb-45c4-ac19-5b11b1a86d22,f8bccce2-ca7b-4b54-917f-036d8f9aad38,voyage,Marie,Lefevre,21,5,1994,Ingénieur,0644900534,marie.lefevre@example.com,81 Rue des Lilas Montpellier,accident,2020-03-30,06:03,Montpellier,Incendie dans une maison à Montpellier,Murs et sol endommagés,False,,,,,1,rejected,2025-07-01 18:28:40,valide,0,True,False
04f0aa7b-9afc-4704-be75-55aad3bb1b2f,daa7ac0b-d634-4ed6-bd4f-fa3c323bd16a,9460235b-5d64-4567-b8ff-110ddd25dccf,responsabilité civile,Jean,Durand,22,3,1984,Enseignant,0682120748,jean.durand@example.com,88 Rue Victor Hugo Nantes,dégât des eaux,2025-05-11,02:57,Nantes,Inondation à Nantes,Pare-chocs endommagé,True,Anna Moreau,0647417309,,,5,pending,2025-07-01 18:28:40,suspicieux,0,False,False
792d789a-0dfb-41b2-9ea3-903af4261376,fbc3ecf2-4778-4ea4-8642-e21831506e3c,744048cd-8231-461b-905f-00a34efff7b3,responsabilité civile,Sophie,Bonnet,16,3,1997,Médecin,0626237925,sophie.bonnet@example.com,55 Rue Victor Hugo Bordeaux,dégât des eaux,2024-09-05,05:58,Bordeaux,Collision à Bordeaux,Murs et sol endommagés,True,Luc Martin,0641621717,,,4,pending,2025-07-01 18:28:40,suspicieux,0,False,False
d791f5ed-1769-4320-ac94-83f0e17d9d6f,923e34ba-559c-4ff0-bc0f-8c51a071a6de,4b90fb98-32bc-4622-8d80-1cbd1673d2ea,transport,Luc,Andre,23,5,1972,Enseignant,0691467062,luc.andre@example.com,16 Rue Victor Hugo Nice,accident,2022-10-05,07:47,Nice,Inondation à Nice,Frais médicaux,True,Pierre Lemoine,0638592239,,insurer1@example.com,2,pending,2025-07-01 18:28:40,valide,0,True,False
6c867f84-d045-486b-bf4e-8accbd821e35,1012a07c-0eb1-44b3-8c8e-c509ddd3745b,005a5307-73e9-404a-88cd-00c6f4df3e19,santé,Marie,Bonnet,27,2,1965,Enseignant,0696850860,marie.bonnet@example.com,17 Rue Victor Hugo Marseille,accident,2020-07-23,18:35,Marseille,Collision à Marseille,Pare-chocs endommagé,True,Emma Girard,0634426963,REG6453,insurer2@example.com,3,rejected,2025-07-01 18:28:40,suspicieux,0,False,False
